"","Gender","Age","Location","Education","Major","Title","Industry","Experience","DataScientist","PrimarySkill","skill1"
"1074","Male","30-34","United Kingdom of Great Britain and Northern Ireland","Bachelor’s degree","Other","Other","Online Business/Internet-based Sales","4-5",NA,NA,"No (we do not use ML methods)"
"1075","Female","25-29","France","Doctoral degree","Engineering (non-computer focused)","Student","Academics/Education","1-2",NA,NA,"I do not know"
"1076","Male","25-29","India","Bachelor’s degree","Engineering (non-computer focused)",NA,NA,NA,NA,NA,NA
"1077","Male","25-29","India",NA,NA,NA,NA,NA,NA,NA,NA
"1078","Male","25-29","Spain","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"1079","Female","35-39","I do not wish to disclose my location","I prefer not to answer","I never declared a major",NA,NA,NA,NA,NA,NA
"1080","Female","35-39","China","Master’s degree","Engineering (non-computer focused)","Data Engineer",NA,NA,NA,NA,NA
"1081","Male","40-44","Spain","Doctoral degree",NA,NA,NA,NA,NA,NA,NA
"1082","Male","25-29","India","Bachelor’s degree","Engineering (non-computer focused)","Data Analyst","Computers/Technology","1-2",NA,NA,"We are exploring ML methods (and may one day put a model into production)"
"1083","Male","40-44","Norway",NA,NA,NA,NA,NA,NA,NA,NA
"1084","Female","25-29","India",NA,NA,NA,NA,NA,NA,NA,NA
"1085","Male","25-29","Belarus","Doctoral degree","Mathematics or statistics","Research Scientist","Academics/Education","0-1",NA,NA,"We are exploring ML methods (and may one day put a model into production)"
"1086","Male","22-24","China","Bachelor’s degree","Environmental science or geology","Statistician","Online Business/Internet-based Sales","0-1",NA,NA,NA
"1087","Female","22-24","I do not wish to disclose my location","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"1088","Male","25-29","Morocco",NA,NA,NA,NA,NA,NA,NA,NA
"1089","Female","22-24","India","Master’s degree","Mathematics or statistics",NA,NA,NA,NA,NA,NA
"1090","Male","25-29","Poland",NA,NA,NA,NA,NA,NA,NA,NA
"1091","Male","22-24","China",NA,NA,NA,NA,NA,NA,NA,NA
"1092","Male","22-24","India","Bachelor’s degree","Mathematics or statistics","Student","I am a student","2-3",NA,NA,NA
"1093","Female","22-24","Portugal","Master’s degree","Engineering (non-computer focused)","Student","Academics/Education","0-1",NA,NA,"I do not know"
"1094","Male","35-39","Spain",NA,NA,NA,NA,NA,NA,NA,NA
"1095","Male","30-34","India","Bachelor’s degree","Engineering (non-computer focused)","Not employed",NA,NA,NA,NA,NA
"1096","Male","25-29","Italy","Master’s degree","Other","Student","I am a student","15-20",NA,NA,NA
"1097","Male","30-34","India","Doctoral degree","Engineering (non-computer focused)","Student","Computers/Technology","1-2",NA,NA,NA
"1098","Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student",NA,NA,NA,"We are exploring ML methods (and may one day put a model into production)"
"1099","Male","22-24","India","Master’s degree","Engineering (non-computer focused)",NA,NA,NA,NA,NA,NA
"1100","Male","22-24","India","Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"1101","Male","25-29","India","Master’s degree","Engineering (non-computer focused)","Not employed",NA,NA,NA,NA,NA
"1102","Male","18-21","India",NA,NA,NA,NA,NA,NA,NA,NA
"1103","Male","22-24","India",NA,NA,NA,NA,NA,NA,NA,NA
"1104","Female","30-34","India","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"1105","Male","25-29","India","Professional degree","I never declared a major","Student","I am a student",NA,NA,NA,"I do not know"
"1106","Female","30-34","South Korea",NA,NA,NA,NA,NA,NA,NA,NA
"1107","Male","25-29","India","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"1108","Female","22-24","India","Master’s degree","Mathematics or statistics","Student","Academics/Education",NA,NA,NA,NA
"1109","Male","22-24","Hong Kong (S.A.R.)","Doctoral degree","Physics or astronomy",NA,NA,NA,NA,NA,NA
"1110","Male","22-24","Portugal",NA,NA,NA,NA,NA,NA,NA,NA
"1111","Male","18-21","India",NA,NA,NA,NA,NA,NA,NA,NA
"1112","Male","25-29","India","Master’s degree","Engineering (non-computer focused)","Data Scientist",NA,NA,NA,NA,NA
"1113","Male","30-34","India",NA,NA,NA,NA,NA,NA,NA,NA
"1114","Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"I do not know"
"1115","Male","22-24","India",NA,NA,NA,NA,NA,NA,NA,NA
"1116","Female","25-29","Germany","Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"1117","Male","18-21","India","No formal education past high school",NA,"Data Analyst",NA,NA,NA,NA,NA
"1118","Female","22-24","India","Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"1119","Male","30-34","India","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"1120","Male","18-21","I do not wish to disclose my location",NA,NA,NA,NA,NA,NA,NA,NA
"1121","Female","18-21","India",NA,NA,NA,NA,NA,NA,NA,NA
"1122","Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Not employed",NA,NA,NA,NA,NA
"1123","Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","10-15",NA,NA,NA
"1124","Male","25-29","India","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"1125","Male","35-39","India","Master’s degree","Mathematics or statistics","Data Scientist",NA,NA,NA,NA,NA
"1126","Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student",NA,NA,NA,NA
"1127","Male","22-24","Belgium","Master’s degree","Engineering (non-computer focused)",NA,NA,NA,NA,NA,NA
"1128","Male","18-21","Singapore",NA,NA,NA,NA,NA,NA,NA,NA
"1129","Male","18-21","Indonesia",NA,NA,NA,NA,NA,NA,NA,NA
"1130","Male","25-29","Ireland",NA,NA,NA,NA,NA,NA,NA,NA
"1131","Prefer not to say","25-29","I do not wish to disclose my location",NA,NA,NA,NA,NA,NA,NA,NA
"1132","Male","25-29","India",NA,NA,NA,NA,NA,NA,NA,NA
"1133","Male","60-69","Other","Master’s degree","Mathematics or statistics","Data Scientist","Academics/Education","20-25",NA,NA,NA
"1134","Male","18-21","Morocco","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"1135","Male","18-21","China",NA,NA,NA,NA,NA,NA,NA,NA
"1136","Male","25-29","India","Bachelor’s degree","Engineering (non-computer focused)",NA,NA,NA,NA,NA,NA
"1137","Male","22-24","India","Bachelor’s degree","Other","Student","I am a student","0-1",NA,NA,"No (we do not use ML methods)"
"1138","Female","22-24","China","Bachelor’s degree","Engineering (non-computer focused)","Other","Broadcasting/Communications","0-1",NA,NA,"I do not know"
"1139","Male","22-24","Japan","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","5-10",NA,NA,NA
"1140","Male","18-21","India","Bachelor’s degree","Physics or astronomy","Student","I am a student","0-1",NA,NA,NA
"1141","Male","50-54","Turkey",NA,NA,NA,NA,NA,NA,NA,NA
"1142","Male","45-49","Japan",NA,NA,NA,NA,NA,NA,NA,NA
"1143","Male","30-34","India",NA,NA,NA,NA,NA,NA,NA,NA
"1144","Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Data Scientist","I am a student","0-1",NA,NA,"No (we do not use ML methods)"
"1145","Female","22-24","China",NA,NA,NA,NA,NA,NA,NA,NA
"1146","Male","35-39","Japan",NA,NA,NA,NA,NA,NA,NA,NA
"1147","Male","18-21","India","Bachelor’s degree","I never declared a major","Student",NA,NA,NA,NA,NA
"1148","Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Software Engineer","I am a student","0-1",NA,NA,"No (we do not use ML methods)"
"1149","Female","25-29","Turkey","Master’s degree","Engineering (non-computer focused)","Student",NA,NA,NA,NA,NA
"1150","Male","22-24","China",NA,NA,NA,NA,NA,NA,NA,NA
"1151","Prefer not to say","30-34","China",NA,NA,NA,NA,NA,NA,NA,NA
"1152","Male","22-24","India","Master’s degree","Mathematics or statistics",NA,NA,NA,NA,NA,NA
"1153","Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)",NA,NA,NA,NA,NA,NA
"1154","Female","40-44","United States of America","Some college/university study without earning a bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"1155","Female","25-29","India","Master’s degree","Mathematics or statistics","Data Scientist",NA,NA,NA,NA,NA
"1156","Female","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"I do not know"
"1157","Female","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","Academics/Education",NA,NA,NA,NA
"1158","Male","25-29","India","Doctoral degree",NA,NA,NA,NA,NA,NA,NA
"1159","Male","22-24","France","Master’s degree","Mathematics or statistics","Student","I am a student",NA,NA,NA,"No (we do not use ML methods)"
"1160","Male","22-24","Turkey",NA,NA,NA,NA,NA,NA,NA,NA
"1161","Male","22-24","Indonesia","Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"1162","Male","35-39","India","Bachelor’s degree","Engineering (non-computer focused)","Software Engineer","Academics/Education","4-5",NA,NA,NA
"1163","Male","45-49","Japan","Doctoral degree","Other","Research Scientist",NA,NA,NA,NA,NA
"1164","Male","22-24","China","Master’s degree","Mathematics or statistics","Student","I am a student","5-10",NA,NA,"I do not know"
"1165","Male","45-49","Japan","Doctoral degree","Other","Chief Officer",NA,NA,NA,NA,NA
"1166","Female","18-21","India",NA,NA,NA,NA,NA,NA,NA,NA
"1167","Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Student",NA,NA,NA,NA,NA
"1168","Male","25-29","I do not wish to disclose my location",NA,NA,NA,NA,NA,NA,NA,NA
"1169","Male","40-44","United Kingdom of Great Britain and Northern Ireland",NA,NA,NA,NA,NA,NA,NA,NA
"1170","Female","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Data Engineer","I am a student","1-2",NA,NA,"I do not know"
"1171","Male","50-54","Spain","Doctoral degree","Physics or astronomy","Research Scientist","Academics/Education","20-25",NA,NA,NA
"1172","Male","30-34","Japan",NA,NA,NA,NA,NA,NA,NA,NA
"1173","Male","18-21","France","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","2-3",NA,NA,NA
"1174","Male","18-21","India","Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"1175","Male","22-24","Japan","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","3-4",NA,NA,"I do not know"
"1176","Prefer not to say","18-21","China","Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"1177","Female","22-24","France","Master’s degree","Other","Data Scientist",NA,NA,NA,NA,NA
"1178","Male","35-39","Japan","Doctoral degree",NA,NA,NA,NA,NA,NA,NA
"1179","Male","25-29","China","Some college/university study without earning a bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"1180","Prefer not to say","22-24","Japan","No formal education past high school",NA,"Student","I am a student","3-4",NA,NA,"I do not know"
"1181","Male","22-24","Other","Master’s degree","Mathematics or statistics","Data Analyst","I am a student","0-1",NA,NA,NA
"1182","Male","22-24","Nigeria","No formal education past high school",NA,"Consultant","Computers/Technology","0-1",NA,NA,NA
"1183","Male","18-21","Italy","Master’s degree","Engineering (non-computer focused)","Student","I am a student",NA,NA,NA,"I do not know"
"1184","Male","25-29","I do not wish to disclose my location","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"1185","Male","18-21","India","Some college/university study without earning a bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"1186","Female","18-21","India",NA,NA,NA,NA,NA,NA,NA,NA
"1187","Male","25-29","India","Master’s degree","Other","Student","I am a student","0-1",NA,NA,"I do not know"
"1188","Male","30-34","Japan","Doctoral degree","Physics or astronomy","Data Scientist",NA,NA,NA,NA,NA
"1189","Male","45-49","France","Doctoral degree","Physics or astronomy","Research Scientist","Academics/Education","10-15","Maybe",NA,"We are exploring ML methods (and may one day put a model into production)"
"1190","Male","45-49","Ireland","No formal education past high school",NA,NA,NA,NA,NA,NA,NA
"1191","Male","25-29","United Kingdom of Great Britain and Northern Ireland","Master’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,NA
"1192","Female","18-21","India",NA,NA,NA,NA,NA,NA,NA,NA
"1193","Male","30-34","France","Doctoral degree",NA,NA,NA,NA,NA,NA,NA
"1194","Female","18-21","Hong Kong (S.A.R.)","Bachelor’s degree","Mathematics or statistics",NA,NA,NA,NA,NA,NA
"1195","Male","18-21","Other","No formal education past high school",NA,"Student","I am a student",NA,NA,NA,NA
"1196","Male","18-21","Singapore","Some college/university study without earning a bachelor’s degree","Other","Student","I am a student","2-3",NA,NA,NA
"1197","Male","22-24","Japan","No formal education past high school",NA,"Student",NA,NA,NA,NA,NA
"1198","Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,NA
"1199","Female","22-24","South Africa","Master’s degree","Mathematics or statistics","Student",NA,NA,NA,NA,NA
"1200","Male","22-24","India","Master’s degree","Engineering (non-computer focused)","Other","Other",NA,NA,NA,NA
"1201","Male","45-49","Australia","Bachelor’s degree","Engineering (non-computer focused)","Consultant","Energy/Mining","4-5",NA,NA,"We are exploring ML methods (and may one day put a model into production)"
"1202","Male","22-24","I do not wish to disclose my location","Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"1203","Male","22-24","India","Some college/university study without earning a bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"1204","Male","25-29","Germany",NA,NA,NA,NA,NA,NA,NA,NA
"1205","Male","22-24","China",NA,NA,NA,NA,NA,NA,NA,NA
"1206","Male","45-49","Japan","No formal education past high school",NA,"Research Scientist","Academics/Education","15-20",NA,NA,"I do not know"
"1207","Male","22-24","Germany","Master’s degree","Engineering (non-computer focused)","Data Scientist","Computers/Technology","0-1",NA,NA,NA
"1208","Female","22-24","Australia",NA,NA,NA,NA,NA,NA,NA,NA
"1209","Male","25-29","China",NA,NA,NA,NA,NA,NA,NA,NA
"1210","Male","18-21","Finland","No formal education past high school",NA,"Student","I am a student","0-1",NA,NA,"I do not know"
"1211","Male","22-24","Japan","No formal education past high school",NA,"Developer Advocate",NA,NA,NA,NA,NA
"1212","Female","30-34","Spain","Master’s degree","Other","Data Engineer",NA,NA,NA,NA,NA
"1213","Female","22-24","South Korea","Some college/university study without earning a bachelor’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"I do not know"
"1214","Female","40-44","India","Professional degree",NA,NA,NA,NA,NA,NA,NA
"1215","Female","18-21","Austria","Bachelor’s degree","Engineering (non-computer focused)","Student",NA,NA,NA,NA,NA
"1216","Female","18-21","Nigeria","Bachelor’s degree","Other","Other","I am a student",NA,NA,NA,NA
"1217","Prefer not to say","80+","Other","I prefer not to answer",NA,NA,NA,NA,NA,NA,NA
"1218","Male","25-29","Japan","Master’s degree","Mathematics or statistics","Software Engineer",NA,NA,NA,NA,NA
"1219","Female","30-34","Australia",NA,NA,NA,NA,NA,NA,NA,NA
"1220","Male","35-39","Switzerland","Doctoral degree",NA,NA,NA,NA,NA,NA,NA
"1221","Male","25-29","Germany","Master’s degree","Mathematics or statistics","Student","I am a student",NA,NA,NA,NA
"1222","Female","22-24","Japan","Some college/university study without earning a bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"1223","Male","25-29","China",NA,NA,NA,NA,NA,NA,NA,NA
"1224","Female","18-21","India","Master’s degree","Engineering (non-computer focused)","Student","Academics/Education","0-1",NA,NA,NA
"1225","Female","18-21","China","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"1226","Male","30-34","Australia","Master’s degree","Engineering (non-computer focused)","Data Analyst","Other","3-4",NA,NA,"We are exploring ML methods (and may one day put a model into production)"
"1227","Female","22-24","India",NA,NA,NA,NA,NA,NA,NA,NA
"1228","Male","25-29","India","Master’s degree","Engineering (non-computer focused)",NA,NA,NA,NA,NA,NA
"1229","Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)",NA,NA,NA,NA,NA,NA
"1230","Male","22-24","United States of America",NA,NA,NA,NA,NA,NA,NA,NA
"1231","Male","18-21","United Kingdom of Great Britain and Northern Ireland",NA,NA,NA,NA,NA,NA,NA,NA
"1232","Male","25-29","Russia","Some college/university study without earning a bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"1233","Male","25-29","France",NA,NA,NA,NA,NA,NA,NA,NA
"1234","Male","22-24","Singapore","Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"1235","Male","25-29","China","Master’s degree","Mathematics or statistics",NA,NA,NA,NA,NA,NA
"1236","Male","25-29","Japan",NA,NA,NA,NA,NA,NA,NA,NA
"1237","Male","35-39","I do not wish to disclose my location","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"1238","Female","25-29","United Kingdom of Great Britain and Northern Ireland","Master’s degree","Engineering (non-computer focused)","Student","Energy/Mining","4-5",NA,NA,NA
"1239","Male","22-24","India","Master’s degree","Environmental science or geology","Data Scientist","I am a student","0-1",NA,NA,"I do not know"
"1240","Female","22-24","Indonesia","Some college/university study without earning a bachelor’s degree","Mathematics or statistics","Data Analyst","I am a student",NA,NA,NA,NA
"1241","Male","25-29","India","I prefer not to answer","Mathematics or statistics","Data Scientist","I am a student","0-1",NA,NA,"I do not know"
"1242","Female","18-21","I do not wish to disclose my location",NA,NA,NA,NA,NA,NA,NA,NA
"1243","Male","35-39","Japan","No formal education past high school",NA,"Marketing Analyst",NA,NA,NA,NA,NA
"1244","Male","18-21","India","Master’s degree","Mathematics or statistics","Data Analyst","Other","0-1",NA,NA,NA
"1245","Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","2-3",NA,NA,"I do not know"
"1246","Male","30-34","Japan","I prefer not to answer","I never declared a major","Software Engineer","Medical/Pharmaceutical","4-5",NA,NA,NA
"1247","Prefer not to say","25-29","India","I prefer not to answer",NA,NA,NA,NA,NA,NA,NA
"1248","Male","35-39","Singapore","Bachelor’s degree","Engineering (non-computer focused)","Software Engineer","Accounting/Finance","10-15",NA,NA,NA
"1249","Male","25-29","India","No formal education past high school",NA,"Student","I am a student","0-1",NA,NA,NA
"1250","Female","25-29","Singapore","Some college/university study without earning a bachelor’s degree","Other","Not employed",NA,NA,NA,NA,NA
"1251","Male","35-39","Other",NA,NA,NA,NA,NA,NA,NA,NA
"1252","Male","18-21","Portugal","Master’s degree","Engineering (non-computer focused)","Student","I am a student",NA,NA,NA,"I do not know"
"1253","Male","22-24","I do not wish to disclose my location",NA,NA,NA,NA,NA,NA,NA,NA
"1254","Male","25-29","China",NA,NA,NA,NA,NA,NA,NA,NA
"1255","Female","30-34","Ukraine","I prefer not to answer","Engineering (non-computer focused)","Software Engineer","Marketing/CRM","5-10","Definitely yes",NA,"No (we do not use ML methods)"
"1256","Male","22-24","India","Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"1257","Male","30-34","South Korea","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"1258","Male","25-29","India","Master’s degree","Mathematics or statistics","Data Scientist","Accounting/Finance","1-2",NA,NA,NA
"1259","Female","22-24","I do not wish to disclose my location","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"1260","Female","40-44","I do not wish to disclose my location","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"1261","Female","50-54","France",NA,NA,NA,NA,NA,NA,NA,NA
"1262","Female","40-44","Japan","Some college/university study without earning a bachelor’s degree","Mathematics or statistics","Consultant","Non-profit/Service","10-15",NA,NA,"No (we do not use ML methods)"
"1263","Female","22-24","China",NA,NA,NA,NA,NA,NA,NA,NA
"1264","Male","22-24","India",NA,NA,NA,NA,NA,NA,NA,NA
"1265","Prefer not to say","18-21","I do not wish to disclose my location","Bachelor’s degree","Mathematics or statistics","Student","Academics/Education","0-1",NA,NA,NA
"1266","Female","25-29","Finland","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"1267","Male","18-21","India","Bachelor’s degree","I never declared a major","Student","Academics/Education",NA,NA,NA,NA
"1268","Male","18-21","I do not wish to disclose my location","No formal education past high school",NA,"Not employed",NA,NA,"Probably not",NA,NA
"1269","Male","30-34","Germany","Master’s degree","Mathematics or statistics","Data Scientist","I am a student","2-3",NA,NA,"We use ML methods for generating insights (but do not put working models into production)"
"1270","Male","30-34","Thailand",NA,NA,NA,NA,NA,NA,NA,NA
"1271","Male","30-34","India","Doctoral degree",NA,NA,NA,NA,NA,NA,NA
"1272","Male","22-24","Hungary","Master’s degree","Engineering (non-computer focused)","Student","Academics/Education","1-2",NA,NA,NA
"1273","Male","35-39","Germany",NA,NA,NA,NA,NA,NA,NA,NA
"1274","Female","22-24","India","Doctoral degree",NA,NA,NA,NA,NA,NA,NA
"1275","Male","25-29","China","Some college/university study without earning a bachelor’s degree","Other",NA,NA,NA,NA,NA,NA
"1276","Male","18-21","Russia","Professional degree","Mathematics or statistics","Data Analyst","I am a student","0-1",NA,NA,NA
"1277","Prefer not to say","18-21","I do not wish to disclose my location","I prefer not to answer","I never declared a major","Student",NA,NA,NA,NA,NA
"1278","Male","30-34","Switzerland","Master’s degree","Engineering (non-computer focused)","Not employed",NA,NA,NA,NA,NA
"1279","Male","30-34","China","Doctoral degree",NA,NA,NA,NA,NA,NA,NA
"1280","Prefer not to say","22-24","Singapore",NA,NA,NA,NA,NA,NA,NA,NA
"1281","Male","25-29","Portugal","Doctoral degree","Engineering (non-computer focused)","Student","Academics/Education","3-4",NA,NA,NA
"1282","Female","50-54","Japan","Bachelor’s degree","Physics or astronomy","Software Engineer",NA,NA,NA,NA,NA
"1283","Male","18-21","I do not wish to disclose my location","I prefer not to answer","I never declared a major","Student","I am a student","1-2",NA,NA,"I do not know"
"1284","Male","22-24","India",NA,NA,NA,NA,NA,NA,NA,NA
"1285","Prefer not to say","22-24","Australia",NA,NA,NA,NA,NA,NA,NA,NA
"1286","Female","35-39","Australia","Doctoral degree",NA,NA,NA,NA,NA,NA,NA
"1287","Male","25-29","China","Master’s degree","Engineering (non-computer focused)","Software Engineer",NA,NA,NA,NA,NA
"1288","Male","30-34","Egypt",NA,NA,NA,NA,NA,NA,NA,NA
"1289","Prefer not to say","35-39","I do not wish to disclose my location","I prefer not to answer","Environmental science or geology","Student","I am a student","0-1",NA,NA,"I do not know"
"1290","Male","22-24","Turkey",NA,NA,NA,NA,NA,NA,NA,NA
"1291","Male","30-34","India","Bachelor’s degree","Engineering (non-computer focused)","Data Engineer","Accounting/Finance","10-15",NA,NA,NA
"1292","Male","25-29","Singapore",NA,NA,NA,NA,NA,NA,NA,NA
"1293","Female","22-24","India","Master’s degree","Mathematics or statistics","Other","Academics/Education","0-1",NA,NA,"No (we do not use ML methods)"
"1294","Male","22-24","China",NA,NA,NA,NA,NA,NA,NA,NA
"1295","Male","22-24","Indonesia",NA,NA,NA,NA,NA,NA,NA,NA
"1296","Male","40-44","Japan","Bachelor’s degree","Other",NA,NA,NA,NA,NA,NA
"1297","Female","25-29","Australia","Master’s degree","Physics or astronomy","Student","I am a student","5-10",NA,NA,"I do not know"
"1298","Male","22-24","China",NA,NA,NA,NA,NA,NA,NA,NA
"1299","Male","18-21","China","Master’s degree","Other","Student","I am a student","0-1",NA,NA,NA
"1300","Male","25-29","Sweden","Master’s degree","Engineering (non-computer focused)","Student",NA,NA,NA,NA,NA
"1301","Female","22-24","Other","Master’s degree","Mathematics or statistics",NA,NA,NA,NA,NA,NA
"1302","Male","18-21","Germany","Bachelor’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"No (we do not use ML methods)"
"1303","Male","25-29","Israel","Master’s degree","Engineering (non-computer focused)","Research Assistant","Academics/Education","1-2",NA,NA,NA
"1304","Male","22-24","I do not wish to disclose my location","Bachelor’s degree","Engineering (non-computer focused)",NA,NA,NA,NA,NA,NA
"1305","Male","22-24","Malaysia",NA,NA,NA,NA,NA,NA,NA,NA
"1306","Female","22-24","India","Bachelor’s degree","Mathematics or statistics","Statistician","I am a student","0-1",NA,NA,"I do not know"
"1307","Male","25-29","Austria","Doctoral degree","Environmental science or geology","Other","Energy/Mining","1-2",NA,NA,NA
"1308","Male","50-54","Italy","Doctoral degree","Engineering (non-computer focused)",NA,NA,NA,NA,NA,NA
"1309","Female","22-24","United Kingdom of Great Britain and Northern Ireland","Master’s degree","Physics or astronomy","Data Analyst","I am a student","0-1",NA,NA,NA
"1310","Female","18-21","China","Bachelor’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,NA
"1311","Male","25-29","Japan","Bachelor’s degree","Engineering (non-computer focused)","Software Engineer",NA,NA,NA,NA,NA
"1312","Male","35-39","Japan","Master’s degree","Physics or astronomy","Software Engineer",NA,NA,NA,NA,NA
"1313","Male","40-44","Other",NA,NA,NA,NA,NA,NA,NA,NA
"1314","Male","50-54","Australia",NA,NA,NA,NA,NA,NA,NA,NA
"1315","Male","25-29","India",NA,NA,NA,NA,NA,NA,NA,NA
"1316","Male","18-21","South Korea",NA,NA,NA,NA,NA,NA,NA,NA
"1317","Male","30-34","India",NA,NA,NA,NA,NA,NA,NA,NA
"1318","Female","22-24","South Korea",NA,NA,NA,NA,NA,NA,NA,NA
"1319","Female","25-29","China","Bachelor’s degree","Mathematics or statistics",NA,NA,NA,NA,NA,NA
"1320","Female","22-24","South Africa","Bachelor’s degree","Mathematics or statistics","Data Analyst","Academics/Education","0-1",NA,NA,"We are exploring ML methods (and may one day put a model into production)"
"1321","Male","25-29","China",NA,NA,NA,NA,NA,NA,NA,NA
"1322","Male","30-34","Other",NA,NA,NA,NA,NA,NA,NA,NA
"1323","Male","30-34","Japan",NA,NA,NA,NA,NA,NA,NA,NA
"1324","Male","18-21","India","Bachelor’s degree","Mathematics or statistics","Data Scientist",NA,NA,NA,NA,NA
"1325","Male","22-24","India","Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"1326","Female","22-24","Turkey","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","15-20",NA,NA,"I do not know"
"1327","Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"We are exploring ML methods (and may one day put a model into production)"
"1328","Male","25-29","China",NA,NA,NA,NA,NA,NA,NA,NA
"1329","Male","25-29","India","Bachelor’s degree","Engineering (non-computer focused)",NA,NA,NA,NA,NA,NA
"1330","Female","22-24","India","Master’s degree","Mathematics or statistics",NA,NA,NA,NA,NA,NA
"1331","Male","18-21","Indonesia","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"1332","Male","18-21","United States of America",NA,NA,NA,NA,NA,NA,NA,NA
"1333","Male","35-39","India",NA,NA,NA,NA,NA,NA,NA,NA
"1334","Prefer not to say","22-24","China","I prefer not to answer","Fine arts or performing arts",NA,NA,NA,NA,NA,NA
"1335","Male","25-29","United Kingdom of Great Britain and Northern Ireland",NA,NA,NA,NA,NA,NA,NA,NA
"1336","Female","22-24","Australia","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"1337","Female","25-29","India","Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"1338","Male","30-34","Germany",NA,NA,NA,NA,NA,NA,NA,NA
"1339","Male","25-29","China","I prefer not to answer",NA,NA,NA,NA,NA,NA,NA
"1340","Male","22-24","Russia","I prefer not to answer",NA,NA,NA,NA,NA,NA,NA
"1341","Male","18-21","India",NA,NA,NA,NA,NA,NA,NA,NA
"1342","Male","22-24","Pakistan","Bachelor’s degree","Engineering (non-computer focused)","Student",NA,NA,NA,NA,NA
"1343","Female","22-24","United Kingdom of Great Britain and Northern Ireland","Master’s degree","Engineering (non-computer focused)","Student","I am a student","3-4",NA,NA,"I do not know"
"1344","Male","25-29","Russia","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"1345","Male","30-34","India","Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA
"1346","Male","30-34","France","Master’s degree",NA,NA,NA,NA,NA,NA,NA
"1347","Male","40-44","Russia",NA,NA,NA,NA,NA,NA,NA,NA
