"","ID","Gender","Age","Location","Education","Major","Title","Industry","Experience","DataScientist","PrimarySkill","Skills","name"
"172",23759,"Prefer not to say","30-34","Denmark","Doctoral degree","Physics or astronomy","Research Scientist","Academics/Education","5-10","Probably not",NA,"ML","No (we do not use ML methods)"
"173",23777,"Male","55-59","South Africa","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Consultant","Manufacturing/Fabrication","15-20",NA,NA,"ML","No (we do not use ML methods)"
"174",9,"Male","25-29","Turkey","Master’s degree","Engineering (non-computer focused)","Not employed",NA,NA,"Definitely not",NA,"RorAWS",NA
"175",281,"Male","25-29","India","Professional degree","Engineering (non-computer focused)","Software Engineer","Computers/Technology","0-1","Definitely yes",NA,"RorAWS",NA
"176",436,"Male","30-34","India","Master’s degree",NA,"Business Analyst","Computers/Technology","1-2","Definitely yes",NA,"RorAWS",NA
"177",1684,"Female","22-24","Kenya","Bachelor’s degree","Environmental science or geology","Data Analyst",NA,"0-1","Definitely yes",NA,"RorAWS",NA
"178",3096,"Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Software Engineer","Computers/Technology","0-1","Probably not",NA,"RorAWS",NA
"179",4340,"Male","40-44","Nigeria","Professional degree","Mathematics or statistics",NA,NA,"1-2","Definitely yes",NA,"RorAWS",NA
"180",4407,"Male","22-24","I do not wish to disclose my location","Bachelor’s degree","Engineering (non-computer focused)","Student","Computers/Technology","1-2","Probably not",NA,"RorAWS",NA
"181",5798,"Male","18-21","United States of America","Some college/university study without earning a bachelor’s degree",NA,"Student","I am a student","0-1","Definitely not",NA,"RorAWS",NA
"182",6155,"Male","30-34","South Korea","Bachelor’s degree",NA,"Not employed",NA,NA,"Definitely yes",NA,"RorAWS",NA
"183",6190,"Male","30-34","Poland","Master’s degree","Mathematics or statistics","Software Engineer","Computers/Technology","10-15","Maybe",NA,"RorAWS",NA
"184",6605,"Prefer to self-describe","30-34","Sweden","Doctoral degree","Engineering (non-computer focused)","Student","Academics/Education","4-5","Maybe",NA,"RorAWS",NA
"185",6711,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","1-2","Definitely not",NA,"RorAWS",NA
"186",6802,"Male","50-54","United States of America","Master’s degree","Engineering (non-computer focused)","Research Scientist","Computers/Technology","4-5","Probably not",NA,"RorAWS",NA
"187",7125,"Female","40-44","Canada","Bachelor’s degree","Fine arts or performing arts","Not employed",NA,NA,"Probably not",NA,"RorAWS",NA
"188",7166,"Male","18-21","Viet Nam","Some college/university study without earning a bachelor’s degree",NA,NA,"I am a student","0-1","Probably not",NA,"RorAWS",NA
"189",8121,"Male","50-54","India","Professional degree","Engineering (non-computer focused)","Chief Officer","Computers/Technology","20-25","Probably yes",NA,"RorAWS",NA
"190",8233,"Female","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Not employed",NA,NA,"Definitely not",NA,"RorAWS",NA
"191",8594,"Male","25-29","Germany","Master’s degree",NA,"Student","I am a student","5-10","Probably yes",NA,"RorAWS",NA
"192",9151,"Male","35-39","Germany","Master’s degree","Mathematics or statistics","Software Engineer","Computers/Technology","5-10","Probably yes",NA,"RorAWS",NA
"193",9465,"Male","70-79","India","Doctoral degree","Engineering (non-computer focused)","Research Scientist","Medical/Pharmaceutical","30 +","Maybe",NA,"RorAWS",NA
"194",9725,"Male","40-44","Italy","Bachelor’s degree","Physics or astronomy","Not employed",NA,NA,"Maybe",NA,"RorAWS",NA
"195",10112,"Male","35-39","United Kingdom of Great Britain and Northern Ireland","Master’s degree",NA,"Software Engineer","Computers/Technology","5-10","Probably yes",NA,"RorAWS",NA
"196",10184,"Male","30-34","Italy","Master’s degree","Engineering (non-computer focused)","Student",NA,NA,"Definitely not",NA,"RorAWS",NA
"197",10542,"Male","25-29","Ireland","Master’s degree","Mathematics or statistics","Not employed",NA,NA,"Probably yes",NA,"RorAWS",NA
"198",11107,"Male","55-59","United States of America","Doctoral degree","Engineering (non-computer focused)","Research Scientist","Academics/Education","20-25","Definitely not",NA,"RorAWS",NA
"199",12026,"Male","25-29","Italy","No formal education past high school",NA,"Software Engineer","Computers/Technology","2-3","Maybe",NA,"RorAWS",NA
"200",12495,"Male","22-24","China","Master’s degree","Engineering (non-computer focused)","Student","I am a student","0-1","Probably not",NA,"RorAWS",NA
"201",12747,"Male","25-29","Italy","Doctoral degree","Physics or astronomy","Research Scientist","Academics/Education",NA,"Definitely yes",NA,"RorAWS",NA
"202",12954,"Male","22-24","United States of America","Bachelor’s degree","Mathematics or statistics","Not employed",NA,NA,"Probably not",NA,"RorAWS",NA
"203",13686,"Male","25-29","Italy","Bachelor’s degree","Physics or astronomy",NA,"Shipping/Transportation","1-2","Probably not",NA,"RorAWS",NA
"204",13694,"Male","45-49","Netherlands","No formal education past high school",NA,"Consultant","Insurance/Risk Assessment","20-25","Probably not",NA,"RorAWS",NA
"205",13972,"Male","22-24","Brazil","Master’s degree","Mathematics or statistics","Student","I am a student","4-5",NA,NA,"RorAWS",NA
"206",14075,"Male","30-34","India","Bachelor’s degree","Engineering (non-computer focused)","DBA/Database Engineer",NA,"10-15","Definitely yes",NA,"RorAWS",NA
"207",14435,"Male","25-29","Germany","Master’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"RorAWS",NA
"208",14650,"Female","22-24","India","Master’s degree","Physics or astronomy","Statistician","Marketing/CRM","0-1",NA,NA,"RorAWS",NA
"209",14803,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Not employed",NA,NA,NA,NA,"RorAWS",NA
"210",14834,"Male","18-21","India","Bachelor’s degree",NA,"Student","I am a student","2-3",NA,NA,"RorAWS",NA
"211",14896,"Female","22-24","China","Master’s degree","Mathematics or statistics","Student","I am a student","1-2",NA,NA,"RorAWS",NA
"212",15013,"Male","25-29","India","Master’s degree","Engineering (non-computer focused)","Not employed",NA,NA,"Definitely not",NA,"RorAWS",NA
"213",15035,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"RorAWS",NA
"214",15260,"Male","22-24","China","Master’s degree","Engineering (non-computer focused)","Student","I am a student","0-1","Probably not",NA,"RorAWS",NA
"215",15328,"Male","55-59","Brazil","Doctoral degree","Engineering (non-computer focused)","Software Engineer","Academics/Education","25-30",NA,NA,"RorAWS",NA
"216",15338,"Male","22-24","United States of America","Bachelor’s degree","Mathematics or statistics","Student","I am a student","3-4",NA,NA,"RorAWS",NA
"217",15524,"Male","25-29","Brazil","Doctoral degree","Physics or astronomy","Research Scientist","Academics/Education","1-2",NA,NA,"RorAWS",NA
"218",15582,"Female","22-24","India","Master’s degree","Mathematics or statistics","Not employed",NA,NA,"Definitely not",NA,"RorAWS",NA
"219",15646,"Female","22-24","United States of America","Master’s degree","Mathematics or statistics","Student","I am a student",NA,NA,NA,"RorAWS",NA
"220",15651,"Male","22-24","United States of America","Master’s degree","Engineering (non-computer focused)","Data Scientist","I am a student","0-1",NA,NA,"RorAWS",NA
"221",15674,"Male","22-24","India","I prefer not to answer","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"RorAWS",NA
"222",15771,"Female","22-24","United States of America","Bachelor’s degree","Mathematics or statistics","Research Scientist","Military/Security/Defense","0-1",NA,NA,"RorAWS",NA
"223",15807,"Male","22-24","China","Master’s degree","Mathematics or statistics","Student","Computers/Technology","1-2",NA,NA,"RorAWS",NA
"224",16027,"Female","25-29","I do not wish to disclose my location","Master’s degree","Mathematics or statistics","Student","I am a student","1-2",NA,NA,"RorAWS",NA
"225",16128,"Male","22-24","India","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","3-4",NA,NA,"RorAWS",NA
"226",16307,"Male","25-29","United States of America","Master’s degree","Engineering (non-computer focused)","Software Engineer","Online Service/Internet-based Services","3-4",NA,NA,"RorAWS",NA
"227",16526,"Male","25-29","China","Bachelor’s degree","Physics or astronomy","Research Scientist","I am a student","2-3",NA,NA,"RorAWS",NA
"228",16572,"Male","22-24","Japan","I prefer not to answer","Physics or astronomy","Student","I am a student","4-5",NA,NA,"RorAWS",NA
"229",16585,"Male","22-24","United States of America","Master’s degree","Engineering (non-computer focused)",NA,"Military/Security/Defense","2-3",NA,NA,"RorAWS",NA
"230",16610,"Prefer not to say","22-24","India","I prefer not to answer","Engineering (non-computer focused)","Not employed",NA,NA,NA,NA,"RorAWS",NA
"231",16649,"Female","25-29","India","Master’s degree","Engineering (non-computer focused)","Consultant","Computers/Technology","5-10",NA,NA,"RorAWS",NA
"232",16678,"Male","18-21","South Korea","Some college/university study without earning a bachelor’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"RorAWS",NA
"233",16685,"Male","25-29","Indonesia","Master’s degree","Engineering (non-computer focused)","Software Engineer","Retail/Sales","0-1",NA,NA,"RorAWS",NA
"234",16738,"Male","22-24","China","Master’s degree",NA,"Student","I am a student","1-2",NA,NA,"RorAWS",NA
"235",16749,"Male","35-39","Israel","Master’s degree","Engineering (non-computer focused)","Product/Project Manager","Government/Public Service","10-15",NA,NA,"RorAWS",NA
"236",16766,"Prefer not to say","18-21","Mexico","Some college/university study without earning a bachelor’s degree","Mathematics or statistics","Student","I am a student","2-3",NA,NA,"RorAWS",NA
"237",16793,"Male","18-21","United States of America","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Student","Computers/Technology","0-1",NA,NA,"RorAWS",NA
"238",17031,"Female","25-29","United States of America","Master’s degree","Mathematics or statistics","Data Scientist","Marketing/CRM","0-1",NA,NA,"RorAWS",NA
